review,mojo_name,mojo_year,rt_name,genre,release_year,stream_year,critical_consensus,description
"The film's moral? Turn off the TV, young 'uns, and go outside and play! And avoid Superbabies: Baby Geniuses 2 matinees while you're at it.",Superbabies: Baby Geniuses 2,2004,SuperBabies: Baby Geniuses 2 - Movie Reviews,"Comedy , Kids & Family",2004,Streaming:,"A startling lack of taste pervades Superbabies, a sequel offering further proof that bad jokes still aren't funny when coming from the mouths of babes.",Toddlers use their special abilities to stop a media mogul (Jon Voight) from altering the minds of children.
"This interminable Pampers commercial has the nerve to end with a 'TV is rotten for kids' message, when the movie itself would do far more to stunt a child's imagination (or cause a kid to burst into tears) than anything currently on television.",Superbabies: Baby Geniuses 2,2004,SuperBabies: Baby Geniuses 2 - Movie Reviews,"Comedy , Kids & Family",2004,Streaming:,"A startling lack of taste pervades Superbabies, a sequel offering further proof that bad jokes still aren't funny when coming from the mouths of babes.",Toddlers use their special abilities to stop a media mogul (Jon Voight) from altering the minds of children.
The flashbacks are almost as smoothly subtle as the title of one of the paintings showcased by Billy Dee Williams's character: Portrait of a Journey.,Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
Neither the camera nor the script can focus.,Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
"There are too many characters too sketchily defined, and some of the relationships are pure contrivances.",Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
"Scenes in which little or nothing happens pass by slowly, and the only point of suspense is whether the number of tearful hugs at the end will reach double digits.",Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
Loosely edited scenes juxtaposed in the most vexing ways and completely disparate motifs blurs Constellation into an image that the Hubble Space Telescope could not sharpen.,Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
"If earnestness equaled skill, Constellation would be a classic.",Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
"Featuring a stalwart cast (many of whom appeared in Walker-Pearlman's 2000 drama, The Visit) and some delicately wrought moments, the film is unable to overcome its soap opera scenario and clunky pacing.",Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
"Although the performers -- including Lesley Ann Warren, David Clennon and Rae Dawn Chong -- are pleasing to watch with their semi-improvised encounters, their scenes don't add up to the accumulative glow the filmmaker had in mind.",Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
"An accomplished cast that includes Billy Dee Williams, Lesley Ann Warren and Rae Dawn Chong struggles to elevate material that rarely gets deeper than a daytime soap, though it tries mightily.",Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
"The narration, intrusive and often unneeded, is interrupted by long sequences without dialogue.",Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
"Moody pictures, swollen music and portentous dialogue are all great, but they need to have a narrative propping them up.",Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
"It's tempting to simply dismiss Constellation as a TV movie-quality feature, but such a description nonetheless probably sells TV movies short.",Constellation,2005,Constellation - Movie Reviews,Drama,2007,Streaming:,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
The characters are dead on arrival and the techno soundtrack during the action sequences made us want to flee their funeral.,Redline,2007,Redline - Movie Reviews,"Action , Anime , Sci-Fi",In Theaters:,2012,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
One of the most visually spectacular toons in recent years.,Redline,2007,Redline - Movie Reviews,"Action , Anime , Sci-Fi",In Theaters:,2012,"Though earnestly directed, Constellation lacks dramatic fireworks and eventually falls into TV-movie sentimentality.","The continuing legacy of a long-ago, interracial love affair forms the backdrop for a tale of an extended Southern family's reunion at a funeral. Helms Boxer (Billy Dee Williams) is estranged from his family and does not want to return home, but his deceased sister (Rae Dawn Chong) had named him executor of her estate. The family grapples with issues of forgiveness and unrequited love in the wake of their loved one's death."
,One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
,One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
One big miss of a horror movie.,One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"For a would-be frightfest built around a supernatural premise, One Missed Call is so glum and businesslike that it's not nearly as much pulpy fun as it should be.",One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
Those coming to One Missed Call in search of ground-breaking horror have definitely dialed the wrong number.,One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
Do yourself a favor and go rent any Miike film other than this one. You've got somewhere in the vicinity of 75 from which to choose.,One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"When it comes to scary movies, the Japanese have it figured out. Unfortunately, commercial filmmakers in the United States usually don't.",One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"To redial applicable catchphrases, this garbled American remake of Takashi Miike's already staticky 2004 exercise in J-horror is a wrong number.",One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"The direction is uninspired, acting is lifeless, and the script borders on the inept. A PG-13 rating means that it's short on shocks, too.",One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"If you missed the first One Missed Call, made in Japan in 2004, you now can miss the American remake.",One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"The best part of the movie is the fact that, at a running time of an hour and a half, it's mercifully short.",One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"Given all the hoopla over the Apple iPhone, it's a wonder that no one has yet complained over an essential missing feature: It doesn't ring you up to alert you that you are going to die.",One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
Another demonstration of how certain studios and producers care neither about us nor the skill required to pull off a respectable work of garbage.,One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"A brow-furrowing blend of child abuse and adult trauma, Andrew Klavan's screenplay sacrifices coherence for atmosphere at every turn.",One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
Give this call a miss.,One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"The worst part about this movie is that, even though it's impossible to piece everything together logically, it's easy to see where it's going because there's nothing new here. There's a sameness to all these Japanese-turned-American retreads.",One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"The script appears to blatantly rip-off plot devices and story elements from The Ring, but screenwriter Andrew Klavan avoids plagiarism by tacking on an incomprehensible second ending where Ring would have left off.",One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
About as fresh and vital as a fifth-generation dub of The Star Wars Holiday Special.,One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
Another mediocre remake of a Japanese horror film in which flashes of computer-generated ghosts are meant to compensate for lousy acting and a banal storyline.,One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
Decent if derivative.,One Missed Call,2008,One Missed Call - Movie Reviews,"Mystery & Thriller , Horror",2008,2009,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
An allegorical marriage story from Indonesia leaves too much unsaid.,Homecoming,2009,Homecoming - Movie Reviews,Drama,In Theaters:,Streaming:,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"The screenplay, like the journey, feels slightly aimless; littered with false starts and wrong turns.",Homecoming,2009,Homecoming - Movie Reviews,Drama,In Theaters:,Streaming:,"One of the weakest entries in the J-horror remake sweepstakes, One Missed Call is undone by bland performances and shopworn shocks.","When Beth Raymond (Shannyn Sossamon) witnesses the deaths of two friends, she knows there is more at work than just a tragic coincidence; days before they die, both victims hear their terrifying final moments on cell phones. Though the police think Beth is crazy, detective Jack Andrews (Ed Burns), believes her. Together the pair try to unravel the mystery behind the horrifying messages before their own phone numbers come up."
"David and Scott Hillenbrand's stoner horror-comedy predictably provides more groans than laughs. The filmmakers had better pray someone in the theater is holding, if you know what we mean.",Transylmania,2009,Transylmania - Movie Reviews,Comedy,2009,2012,"Never aiming higher than threadbare jokes and offensive attempts at politically incorrect humor, Transylmania is a vampire comedy that truly sucks.","College students arrive at a Romanian castle for a semester abroad, unaware that the place is infested with vampires."
Woefully dull-witted.,Transylmania,2009,Transylmania - Movie Reviews,Comedy,2009,2012,"Never aiming higher than threadbare jokes and offensive attempts at politically incorrect humor, Transylmania is a vampire comedy that truly sucks.","College students arrive at a Romanian castle for a semester abroad, unaware that the place is infested with vampires."
Energetic but uninspired mix of teen comedy and supernatural silliness.,Transylmania,2009,Transylmania - Movie Reviews,Comedy,2009,2012,"Never aiming higher than threadbare jokes and offensive attempts at politically incorrect humor, Transylmania is a vampire comedy that truly sucks.","College students arrive at a Romanian castle for a semester abroad, unaware that the place is infested with vampires."
"If your idea of a good time is laughing with repulsion at a humpbacked Romanian nympho with a torture-loving midget dad, or tittering every time a bong appears, a darkened theater awaits you.",Transylmania,2009,Transylmania - Movie Reviews,Comedy,2009,2012,"Never aiming higher than threadbare jokes and offensive attempts at politically incorrect humor, Transylmania is a vampire comedy that truly sucks.","College students arrive at a Romanian castle for a semester abroad, unaware that the place is infested with vampires."
Transylmania is such a colossal comedic misfire that it makes the execrable Scary Movie films look like masterworks of Preston Sturges-esque genius by comparison.,Transylmania,2009,Transylmania - Movie Reviews,Comedy,2009,2012,"Never aiming higher than threadbare jokes and offensive attempts at politically incorrect humor, Transylmania is a vampire comedy that truly sucks.","College students arrive at a Romanian castle for a semester abroad, unaware that the place is infested with vampires."
It's destined to spend a short and painful life in theaters and then join the ranks of the DVD and late-night-cable undead.,Transylmania,2009,Transylmania - Movie Reviews,Comedy,2009,2012,"Never aiming higher than threadbare jokes and offensive attempts at politically incorrect humor, Transylmania is a vampire comedy that truly sucks.","College students arrive at a Romanian castle for a semester abroad, unaware that the place is infested with vampires."
"One laugh -- Vampires, stuffed in their coffins on a horse-drawn wagon, whining to the driver -- ""Are ve DERE yet?""",Transylmania,2009,Transylmania - Movie Reviews,Comedy,2009,2012,"Never aiming higher than threadbare jokes and offensive attempts at politically incorrect humor, Transylmania is a vampire comedy that truly sucks.","College students arrive at a Romanian castle for a semester abroad, unaware that the place is infested with vampires."
"A no-stars, no-plot, no-point vampire spoof about a group of coeds studying abroad in a haunted castle, Transylmania boasts the kind of acting and direction usually relegated to the adult section of your local video store.",Transylmania,2009,Transylmania - Movie Reviews,Comedy,2009,2012,"Never aiming higher than threadbare jokes and offensive attempts at politically incorrect humor, Transylmania is a vampire comedy that truly sucks.","College students arrive at a Romanian castle for a semester abroad, unaware that the place is infested with vampires."
Lame vampire spoof has no bite.,Transylmania,2009,Transylmania - Movie Reviews,Comedy,2009,2012,"Never aiming higher than threadbare jokes and offensive attempts at politically incorrect humor, Transylmania is a vampire comedy that truly sucks.","College students arrive at a Romanian castle for a semester abroad, unaware that the place is infested with vampires."
"Delivering the cinematic equivalent of a lump of coal in a Christmas stocking, The Nutcracker in 3D is an apparent Scrooge-like attempt by Russian filmmaker Andrei Konchalovsky to forever ruin children's associations with the classic Yuletide ballet.",The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
One of the most misguided children's films ever made.,The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
"This non-balletic adaptation by the Russian director Andrei Konchalovsky is something gnarled and stunted and wrong, something that should never have been allowed to see the light of day. How's that for a holiday-ad pullquote?",The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
"[It] has so many terrible ideas that the terrible execution is almost irrelevant: Even if the film were well done, it would still be a travesty.",The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
"The Viennese scenes, shot on Budapest soundstages, give a new, dreary meaning to ""workmanlike.""",The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
"Spectacularly misconceived, bloated and incredibly ugly...",The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
"From what dark night of the soul emerged the wretched idea for ""The Nutcracker in 3D""?",The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
The wildest thing about this movie is its faith that what kids (and parents) really want for Christmas is a Nutcracker version of the Final Solution.,The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
Imagine watching Tchaikovsky's ballet after taking a handful of peyote -- on a day when all of the dancers call in sick and the orchestra decides to play a different set of the composer's works.,The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
"Your Thanksgiving turkey has arrived on schedule and it's called ""The Nutcracker in 3D.""",The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
"At worst, it's a joke, an exercise in treacly bad taste, a $90 million pain in the retinas.",The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
Who had the lamebrained idea for a post-apocalyptic 3-D Nutcracker that is lacking any trace of ballet?,The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
"Seriously, who thought this was a good idea?",The Nutcracker in 3D,2010,The Nutcracker in 3D - Movie Reviews,,In Theaters:,Streaming:,"Misguided, misconceived, and misbegotten on every level, The Nutcracker in 3D is a stunning exercise in astonishing cinematic wrong-headedness.",
